"species","family","respiration_rate_gC_per_d","individual_mass_g","temperature_celsius","habitat","reef"
"Liza richardsonii","Mugilidae",259,53.9,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",262,51,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",274,54.9,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",288,31.9,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",291,12.3,291.15,"Marine","no"
"Liza richardsonii","Mugilidae",297,37.1,301.15,"Marine","no"
"Liza richardsonii","Mugilidae",309,35.1,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",333,30.2,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",402,16,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",427,20,301.15,"Marine","no"
"Liza richardsonii","Mugilidae",456,5.39,291.15,"Marine","no"
"Liza richardsonii","Mugilidae",521,2.03,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",522,6.74,296.15,"Marine","no"
"Liza richardsonii","Mugilidae",551,33.8,306.15,"Marine","no"
"Liza richardsonii","Mugilidae",599,3.13,286.15,"Marine","no"
"Liza richardsonii","Mugilidae",602,29.1,306.15,"Marine","no"
"Liza richardsonii","Mugilidae",614,26.5,306.15,"Marine","no"
"Lota lota","Lotidae",74,213,284.45,"Freshwater","no"
"Lutjanus campechanus","Lutjanidae",73,365.5,288.15,"Marine","yes"
"Lutjanus campechanus","Lutjanidae",89,365.5,293.15,"Marine","yes"
"Lycodichthys dearborni","Zoarcidae",7,44.61,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",10,36.17,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",13,23.45,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",13,53.44,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",13,55,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",14,32.93,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",14,27.89,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",17,51.17,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",17,16.7,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",18,27.49,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",19,26.32,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",20,14.14,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",25,21.19,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",25,14.55,271.65,"Marine","no"
"Lycodichthys dearborni","Zoarcidae",31,11.89,271.65,"Marine","no"
"Macrognathus aculeatus","Mastacembelidae",51,83.5,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",53,72.4,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",54,68,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",57,58,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",61,44,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",68,33,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",73,24,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",80,83.5,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",82,28.1,293.95,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",82,16,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",83,72.4,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",85,68,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",85,27.1,294.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",88,27.2,295.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",89,58,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",94,44,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",97,31.5,299.25,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",97,31.8,299.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",101,28.6,301.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",105,33,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",108,32.6,302.35,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",110,29.2,302.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",114,24,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",116,31.8,303.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",116,5,294.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",116,32.4,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",122,27.9,303.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",128,16,303.15,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",128,28.3,304.35,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",134,30.3,304.65,"Freshwater","no"
"Macrognathus aculeatus","Mastacembelidae",178,5,303.15,"Freshwater","no"
"Melamphaes acanthomus","Melamphaidae",17,17.4,278.15,"Marine","no"
"Melamphaes acanthomus","Melamphaidae",54,22.7,283.15,"Marine","no"
"Melanocetus johnsonii","Melanocetidae",23,50.55,275.65,"Marine","no"
"Melanonus zugmayeri","Melanonidae",24,31.5,278.15,"Marine","no"
"Melanostigma gelatinosum","Zoarcidae",30,47.2,273.45,"Marine","no"
"Micropterus salmoides","Centrarchidae",66,43,291.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",76,47,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",86,9,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",100,12,298.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",100,12.1,298.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",101,12.2,303.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",102,12,303.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",106,44,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",114,98,308.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",126,28,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",857,1.4,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",900,1.6,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",953,1.7,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",1070,1.9,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",1090,2.1,293.15,"Freshwater","no"
"Micropterus salmoides","Centrarchidae",1170,2.4,293.15,"Freshwater","no"
"Misgurnus fossilis","Cobitidae",123,28.5,291.15,"Freshwater","no"
"Mugil cephalus","Mugilidae",61,33.5,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",73,79.7,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",78,25.2,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",79,89.3,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",93,86,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",98,32.2,291.15,"Marine","no"
"Mugil cephalus","Mugilidae",100,23.1,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",116,10.6,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",116,20.6,291.15,"Marine","no"
"Mugil cephalus","Mugilidae",119,56.8,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",120,54.4,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",135,7.67,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",136,34.1,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",138,39.6,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",142,7.97,286.15,"Marine","no"
"Mugil cephalus","Mugilidae",143,54.4,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",147,19.2,291.15,"Marine","no"
"Mugil cephalus","Mugilidae",157,16.8,291.15,"Marine","no"
"Mugil cephalus","Mugilidae",158,9.81,291.15,"Marine","no"
"Mugil cephalus","Mugilidae",159,21.3,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",162,92,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",175,31,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",188,63.7,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",199,46.4,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",200,12.1,296.15,"Marine","no"
"Mugil cephalus","Mugilidae",220,43.4,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",245,29.6,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",246,14.7,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",249,11.2,301.15,"Marine","no"
"Mugil cephalus","Mugilidae",287,17.2,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",317,9.62,306.15,"Marine","no"
"Mugil cephalus","Mugilidae",347,140,293.15,"Marine","no"
"Mugil cephalus","Mugilidae",357,140,293.15,"Marine","no"
"Mugil cephalus","Mugilidae",418,140,293.15,"Marine","no"
"Mugil cephalus","Mugilidae",523,140,293.15,"Marine","no"
"Mugil curema","Mugilidae",180,140,293.15,"Marine","yes"
"Mugil curema","Mugilidae",354,140,293.15,"Marine","yes"
"Mugil curema","Mugilidae",465,140,293.15,"Marine","yes"
"Mugil curema","Mugilidae",526,140,293.15,"Marine","yes"
"Myoxocephalus octodecemspinosus","Cottidae",40,200,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",41,224,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",43,341,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",43,82.5,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",46,165,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",46,158,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",48,92.6,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",48,200,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",50,104,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",52,224,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",58,82.5,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",63,224,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",82,63.1,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",85,39.8,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",88,39.8,283.15,"Marine","no"
"Myoxocephalus octodecemspinosus","Cottidae",107,15.3,283.15,"Marine","no"
"Myoxocephalus scorpius","Cottidae",257,26.4,291.65,"Marine","no"
"Myoxocephalus scorpius","Cottidae",259,24,291.65,"Marine","no"
"Myoxocephalus scorpius","Cottidae",260,152,291.65,"Marine","no"
"Myoxocephalus scorpius","Cottidae",274,12.3,291.65,"Marine","no"
"Mystus armatus","Bagridae",212,6.2,303.15,"Freshwater","no"
"Mystus armatus","Bagridae",222,5.8,303.15,"Freshwater","no"
"Mystus gulio","Bagridae",156,12,300.15,"Freshwater","no"
"Mystus vittatus","Bagridae",109,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",136,15,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",140,16,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",142,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",148,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",172,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",180,41,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",181,40,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",184,39,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",187,38,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",192,50,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",194,60,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",195,50.5,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",196,58.5,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",198,51,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",200,13,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",200,52,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",202,61.5,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",203,18,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",203,59,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",204,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",207,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",212,11,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",215,12,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",225,31,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",226,32,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",228,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",228,30,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",229,28,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",232,30,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",243,8,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",244,26,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",251,4.5,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",263,22,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",275,23,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",278,7.4,293.15,"Freshwater","no"
"Mystus vittatus","Bagridae",285,9,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",289,24,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",300,21,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",302,28,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",313,9,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",316,20,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",331,8,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",349,9.8,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",363,11,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",434,5,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",436,6.5,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",455,4,302.15,"Freshwater","no"
"Mystus vittatus","Bagridae",590,4,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",609,5,305.65,"Freshwater","no"
"Mystus vittatus","Bagridae",616,5,305.65,"Freshwater","no"
"Nannobrachium regale","Myctophidae",16,2.9,278.15,"Marine","no"
"Nannobrachium ritteri","Myctophidae",59,1.8,278.15,"Marine","no"
"Nannobrachium ritteri","Myctophidae",84,2.1,283.15,"Marine","no"
"Naucrates ductor","Carangidae",2067,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",2909,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",3180,0.03,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",3335,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",3823,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4034,0.08,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4382,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4567,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4799,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4819,0.08,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",4869,0.11,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5160,0.08,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5235,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5502,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5559,0.04,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5582,0.11,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5819,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5830,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",5890,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6013,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6294,0.03,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6426,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6438,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6670,0.02,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6738,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6752,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6851,0.11,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6886,0.13,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",6893,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",7119,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",7230,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",7725,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",7822,0.04,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",7902,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",8271,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",8288,0.12,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",8409,0.11,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",8754,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",8819,0.05,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",9481,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",9541,0.08,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",11096,0.07,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",11118,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",11590,0.05,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",11637,0.15,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",11831,0.11,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",12745,0.24,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",13286,0.05,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",15230,0.05,296.15,"Marine","yes"
"Naucrates ductor","Carangidae",16307,0.05,296.15,"Marine","yes"
"Notothenia coriiceps","Nototheniidae",29,1000,273.45,"Marine","no"
"Notothenia coriiceps","Nototheniidae",55,1000,274.25,"Marine","no"
"Notothenia coriiceps","Nototheniidae",68,190,273.65,"Marine","no"
"Notothenia cyanobrancha","Nototheniidae",110,200,277.65,"Marine","no"
"Notothenia rossii","Nototheniidae",26,159.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",37,1000,274.15,"Marine","no"
"Notothenia rossii","Nototheniidae",38,1000,273.15,"Marine","no"
"Notothenia rossii","Nototheniidae",40,159.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",42,159.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",79,159.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",92,400,275.75,"Marine","no"
"Notothenia rossii","Nototheniidae",100,400,278.15,"Marine","no"
"Notothenia rossii","Nototheniidae",134,2.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",189,2.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",207,2.7,276.15,"Marine","no"
"Notothenia rossii","Nototheniidae",219,2.7,276.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",31,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",58,6.3,290.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",147,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",156,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",161,6.3,295.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",186,6.3,300.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",204,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",214,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",243,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",272,6.3,299.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",283,6.3,305.15,"Marine","no"
"Oligolepis acutipennis","Gobiidae",339,6.3,311.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",49,1.58,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",66,1.05,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",81,7.28,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",83,0.99,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",85,0.09,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",87,2.65,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",92,4.21,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",94,7.28,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",98,300,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",102,2.73,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",103,0.07,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",104,0.83,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",106,0.09,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",106,4.33,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",117,0.83,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",125,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",126,0.07,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",126,150,283.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",136,85,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",137,4.46,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",139,0.94,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",142,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",144,0.28,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",146,0.07,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",150,2.98,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",153,7.07,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",169,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",174,0.94,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",178,7.28,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",181,0.3,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",195,1.12,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",199,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",205,2.98,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",216,4.72,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",218,110.5,289.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",220,0.39,277.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",235,0.14,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",238,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",246,0.62,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",248,9.5,283.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",248,80.3,288.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",249,5.62,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",256,4.72,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",256,0.22,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",257,140.5,287.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",265,0.07,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",266,132.5,291.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",275,1.12,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",296,0.14,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",298,85,293.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",303,0.22,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",322,0.17,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",335,8,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",343,0.09,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",456,8,287.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",457,11,293.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",468,8,289.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",483,9.5,291.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",486,0.07,285.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",490,1.1,289.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",514,0.07,287.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",527,1.1,291.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",571,0.07,289.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",571,0.07,283.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",636,1.1,293.15,"Marine","no"
"Oncorhynchus mykiss","Salmonidae",786,0.07,291.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",70,10.21,283.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",80,9.51,288.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",82,10.21,283.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",87,9.51,288.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",109,3.45,293.15,"Marine","no"
"Oncorhynchus nerka","Salmonidae",274,29,288.15,"Marine","no"
"Oncorhynchus tshawytscha","Salmonidae",172,26,289.15,"Marine","no"
"Oneirodes acanthias","Oneirodidae",11,4.2,278.15,"Marine","no"
"Ophiodon elongatus","Hexagrammidae",30,10000,285.15,"Marine","no"
"Ophiodon elongatus","Hexagrammidae",64,1000,285.15,"Marine","no"
"Opsanus tau","Batrachoididae",400,325,293.15,"Marine","yes"
"Oreochromis aureus","Cichlidae",79,697,299.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",37,144.3,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",38,101.2,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",47,78.8,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",49,56.3,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",49,143,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",50,62,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",51,100.2,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",53,45.2,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",54,33.5,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",60,62,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",62,79.6,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",62,36.2,289.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",64,150,295.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",67,56.3,292.15,"Freshwater","no"
"Oreochromis mossambicus","Cichlidae",71,16.5,289.15,"Freshwater","no"
